400 3200
0 1 79 110
1 2 60 69
2 3 37 41
3 4 64 97
4 5 61 70
5 6 63 82
6 7 76 95
7 8 59 77
8 9 84 115
9 10 95 117
10 11 57 64
11 12 49 54
12 13 72 91
13 14 9 9
14 15 39 57
15 16 82 97
16 17 87 102
17 18 5 6
18 19 40 67
19 20 62 91
20 21 76 82
21 22 10 11
22 23 68 71
23 24 106 115
24 25 43 46
25 26 17 19
26 27 10 19
27 28 38 47
28 29 36 37
29 30 100 105
30 31 40 57
31 32 46 58
32 33 19 19
33 34 12 12
34 35 105 110
35 36 62 66
36 37 72 82
37 38 42 44
38 39 39 40
39 40 91 99
40 41 35 36
41 42 32 33
42 43 35 43
43 44 101 103
44 45 19 20
45 46 18 21
46 47 31 31
47 48 68 99
48 49 27 28
49 50 17 24
50 51 25 26
51 52 94 110
52 53 35 55
53 54 39 46
54 55 92 109
55 56 37 55
56 57 65 76
57 58 65 107
58 59 57 60
59 60 95 98
60 61 42 59
61 62 0 2
62 63 53 58
63 64 71 86
64 65 21 36
65 66 42 42
66 67 104 106
67 68 28 35
68 69 49 49
69 70 61 75
70 71 51 53
71 72 71 93
72 73 49 79
73 74 119 123
74 75 41 50
75 76 21 32
76 77 114 116
77 78 58 73
78 79 71 78
79 80 57 58
80 81 86 90
81 82 58 67
82 83 48 50
83 84 13 19
84 85 61 73
85 86 69 72
86 87 82 109
87 88 11 11
88 89 68 74
89 90 90 91
90 91 55 86
91 92 29 29
92 93 22 25
93 94 84 105
94 95 0 1
95 96 61 87
96 97 96 100
97 98 27 29
98 99 39 67
99 100 22 22
100 101 28 36
101 102 75 75
102 103 80 84
103 104 42 51
104 105 5 6
105 106 103 113
106 107 37 46
107 108 76 79
108 109 71 78
109 110 22 22
110 111 16 21
111 112 44 68
112 113 70 70
113 114 88 95
114 115 11 13
115 116 52 56
116 117 91 93
117 118 7 7
118 119 38 42
119 120 37 41
120 121 66 88
121 122 10 11
122 123 25 37
123 124 64 67
124 125 104 106
125 126 27 29
126 127 52 66
127 128 63 64
128 129 7 9
129 130 10 10
130 131 61 70
131 132 24 24
132 133 64 70
133 134 45 78
134 135 87 90
135 136 73 103
136 137 40 43
137 138 40 48
138 139 74 79
139 140 103 109
140 141 78 87
141 142 32 40
142 143 11 12
143 144 2 6
144 145 46 82
145 146 42 68
146 147 58 80
147 148 17 17
148 149 87 102
149 150 7 8
150 151 2 2
151 152 7 7
152 153 7 8
153 154 58 60
154 155 22 24
155 156 26 26
156 157 70 110
157 158 9 10
158 159 65 65
159 160 77 82
160 161 68 79
161 162 68 72
162 163 88 108
163 164 103 111
164 165 12 21
165 166 34 54
166 167 61 62
167 168 63 80
168 169 26 32
169 170 46 52
170 171 53 67
171 172 1 1
172 173 28 29
173 174 44 54
174 175 6 6
175 176 31 36
176 177 74 80
177 178 9 9
178 179 63 101
179 180 21 23
180 181 1 1
181 182 13 13
182 183 114 116
183 184 37 47
184 185 5 5
185 186 95 96
186 187 70 110
187 188 43 49
188 189 94 117
189 190 115 118
190 191 37 44
191 192 40 64
192 193 52 56
193 194 58 64
194 195 73 73
195 196 28 29
196 197 21 29
197 198 42 60
198 199 96 112
199 200 58 59
200 201 23 24
201 202 50 53
202 203 18 18
203 204 105 126
204 205 60 67
205 206 55 58
206 207 90 90
207 208 76 85
208 209 32 34
209 210 25 26
210 211 37 47
211 212 91 91
212 213 40 49
213 214 63 66
214 215 4 8
215 216 95 95
216 217 5 8
217 218 100 103
218 219 49 51
219 220 14 21
220 221 64 68
221 222 7 10
222 223 52 85
223 224 10 11
224 225 2 2
225 226 77 78
226 227 11 15
227 228 63 64
228 229 91 91
229 230 41 43
230 231 86 99
231 232 79 86
232 233 114 122
233 234 85 90
234 235 75 98
235 236 49 53
236 237 9 17
237 238 11 11
238 239 51 56
239 240 48 53
240 241 29 32
241 242 16 17
242 243 39 45
243 244 34 38
244 245 73 78
245 246 44 44
246 247 14 14
247 248 26 26
248 249 64 69
249 250 81 83
250 251 60 107
251 252 125 127
252 253 50 55
253 254 74 74
254 255 100 103
255 256 48 49
256 257 61 68
257 258 41 44
258 259 25 34
259 260 56 67
260 261 44 44
261 262 43 43
262 263 81 90
263 264 30 36
264 265 23 23
265 266 19 21
266 267 91 99
267 268 22 25
268 269 43 47
269 270 21 21
270 271 91 110
271 272 71 75
272 273 58 65
273 274 77 81
274 275 82 83
275 276 46 52
276 277 78 91
277 278 41 41
278 279 57 62
279 280 65 65
280 281 56 60
281 282 119 124
282 283 34 38
283 284 38 38
284 285 32 37
285 286 38 40
286 287 19 25
287 288 83 84
288 289 24 24
289 290 34 34
290 291 48 55
291 292 61 61
292 293 13 13
293 294 76 97
294 295 3 5
295 296 61 98
296 297 34 45
297 298 73 86
298 299 11 11
299 300 27 32
300 301 37 41
301 302 51 51
302 303 19 22
303 304 102 107
304 305 4 7
305 306 84 110
306 307 40 49
307 308 54 81
308 309 48 58
309 310 71 75
310 311 112 115
311 312 90 92
312 313 65 73
313 314 38 51
314 315 5 7
315 316 93 103
316 317 107 107
317 318 74 96
318 319 70 97
319 320 82 82
320 321 17 18
321 322 106 120
322 323 38 45
323 324 22 38
324 325 87 109
325 326 53 57
326 327 18 20
327 328 52 60
328 329 91 95
329 330 73 81
330 331 63 105
331 332 72 73
332 333 76 78
333 334 63 80
334 335 2 3
335 336 59 75
336 337 66 78
337 338 108 108
338 339 34 35
339 340 26 26
340 341 63 66
341 342 118 118
342 343 106 112
343 344 61 62
344 345 22 22
345 346 50 57
346 347 53 60
347 348 32 35
348 349 17 19
349 350 38 57
350 351 47 53
351 352 73 76
352 353 29 34
353 354 10 11
354 355 57 65
355 356 91 122
356 357 37 40
357 358 7 10
358 359 98 98
359 360 93 93
360 361 63 93
361 362 73 91
362 363 72 74
363 364 76 85
364 365 81 82
365 366 74 77
366 367 40 41
367 368 55 66
368 369 32 40
369 370 56 74
370 371 64 90
371 372 15 23
372 373 22 31
373 374 81 92
374 375 48 61
375 376 44 59
376 377 120 128
377 378 14 15
378 379 22 24
379 380 75 114
380 381 56 68
381 382 39 42
382 383 65 65
383 384 24 28
384 385 75 84
385 386 49 67
386 387 84 95
387 388 24 26
388 389 67 114
389 390 89 102
390 391 21 32
391 392 97 100
392 393 75 93
393 394 6 7
394 395 95 97
395 396 69 70
396 397 56 68
397 398 113 126
398 399 25 33
399 0 32 34
31 344 65 67
192 273 18 18
91 172 60 89
116 159 74 75
119 43 24 27
142 130 75 75
97 295 69 89
389 53 56 77
218 358 7 11
74 118 55 62
97 62 54 87
347 323 59 59
282 22 12 13
291 395 13 14
108 277 25 28
2 36 66 93
281 390 110 112
123 320 7 11
273 151 37 40
32 94 14 14
96 207 17 26
55 160 69 100
185 187 38 61
158 357 10 16
75 254 41 50
164 9 12 15
390 173 8 16
191 343 49 56
78 274 89 103
234 256 35 40
149 136 52 71
250 69 44 53
99 180 51 63
164 343 49 50
308 272 30 34
338 320 13 18
239 41 114 120
122 185 10 17
143 71 108 108
10 359 41 63
252 321 70 81
105 287 33 51
116 69 93 95
313 325 37 46
390 53 86 89
291 93 40 42
127 368 108 114
331 392 36 38
215 328 55 58
267 183 55 78
171 230 13 22
232 382 81 94
87 306 36 37
263 198 124 125
318 149 20 23
169 227 40 41
115 169 7 8
81 198 0 1
260 194 23 32
283 139 72 95
335 109 19 33
348 12 18 20
75 12 23 38
28 94 65 87
328 205 45 48
304 361 46 52
217 300 57 58
74 53 40 59
143 237 58 67
384 136 89 122
29 45 88 88
265 291 20 29
288 346 22 22
216 201 81 86
313 240 102 105
195 388 4 5
53 69 87 94
44 379 74 77
102 352 35 39
330 266 14 15
388 222 36 51
200 106 40 43
186 42 4 5
359 223 89 93
277 225 70 92
88 57 38 42
287 359 51 60
32 146 27 49
258 248 88 92
304 361 38 53
294 381 7 10
308 19 65 67
200 113 92 97
13 166 57 88
158 46 45 46
354 383 97 101
173 52 98 100
192 28 13 14
83 185 102 105
282 339 13 14
392 90 23 31
314 222 31 38
253 198 7 7
10 5 75 116
38 390 70 71
172 108 17 25
358 182 34 34
211 311 10 14
334 120 60 61
217 384 77 115
62 129 70 79
33 8 86 101
13 156 29 36
334 222 13 13
38 353 105 107
237 158 89 111
317 35 20 21
119 355 16 23
190 191 92 115
298 202 76 76
166 241 84 88
11 357 13 13
94 383 85 85
80 68 69 72
152 381 62 72
387 72 40 65
3 232 9 11
60 359 29 30
323 11 43 57
388 137 24 28
259 37 67 68
285 62 2 6
278 135 31 31
230 116 71 72
164 140 10 10
270 352 40 46
276 382 107 108
12 117 79 88
9 24 70 130
225 397 86 116
334 357 17 18
10 276 69 76
131 143 72 83
187 250 39 48
385 6 33 41
29 163 54 59
186 254 37 38
121 112 74 110
109 275 57 57
225 50 37 47
73 24 80 103
106 77 96 97
121 188 14 14
222 157 24 32
113 103 43 47
292 297 62 62
160 347 78 95
83 291 58 68
227 38 78 81
122 76 49 63
61 394 71 123
94 116 75 97
328 140 24 25
155 67 67 124
155 385 61 70
137 284 30 35
213 294 62 75
242 1 10 10
72 203 81 95
371 289 70 76
110 241 17 19
310 253 5 6
238 178 22 24
93 16 93 102
69 322 96 111
146 387 97 103
60 294 26 32
13 156 31 39
330 272 107 118
78 158 75 83
21 89 82 82
136 208 33 38
395 191 56 58
13 119 71 93
188 393 90 93
186 15 81 97
98 344 10 11
168 244 12 12
313 164 79 120
15 270 37 39
301 10 59 89
97 343 91 91
55 86 25 25
141 103 33 36
341 190 78 103
85 37 35 40
131 7 59 80
322 397 24 33
18 11 4 4
361 260 0 2
79 258 38 43
329 292 5 6
287 124 17 19
87 182 77 107
117 44 73 99
385 153 82 85
7 156 4 5
233 146 8 8
272 231 18 23
139 299 42 44
3 318 48 60
350 94 108 108
249 238 88 88
240 55 96 98
291 59 41 52
309 125 91 93
236 384 77 98
96 196 43 70
241 93 49 59
291 368 5 6
395 362 23 28
287 67 5 6
392 111 58 59
228 367 51 56
222 263 108 122
116 392 9 16
172 143 45 54
336 166 1 2
313 270 35 37
173 396 103 127
237 212 62 63
59 25 5 6
285 221 20 20
390 200 18 25
148 67 110 114
44 391 4 7
93 380 26 28
250 287 6 8
394 287 88 91
199 279 34 37
235 133 48 50
79 372 82 86
72 59 60 79
297 222 68 77
151 204 22 27
224 66 3 4
49 35 81 116
16 228 11 22
11 54 26 31
132 263 30 40
230 19 73 103
222 64 38 64
31 199 90 97
321 132 6 11
10 391 107 108
39 83 70 115
243 114 37 44
16 234 45 79
176 316 8 8
182 50 37 49
215 394 31 37
31 216 18 19
242 165 19 22
202 6 76 85
216 367 78 103
194 60 101 113
391 91 31 35
43 5 78 91
251 366 102 110
333 373 11 21
355 56 104 107
144 355 94 112
276 217 71 89
139 217 46 47
353 124 100 112
312 140 91 92
320 162 60 73
339 120 44 47
183 113 63 64
160 294 88 89
68 174 103 117
242 315 84 98
217 221 5 5
82 274 67 73
174 275 66 78
195 358 36 37
266 382 12 14
202 7 105 119
327 122 91 101
31 382 99 100
348 301 33 54
207 373 102 107
109 267 83 87
69 168 84 109
5 394 5 5
206 284 77 93
392 283 12 19
162 207 16 16
224 200 90 95
202 274 85 93
318 193 32 34
33 98 14 20
43 158 25 32
339 63 22 22
36 188 14 17
210 269 18 18
129 146 6 7
338 331 71 87
226 242 58 67
100 306 15 16
328 144 35 41
135 224 88 115
361 303 47 56
250 182 27 31
80 194 55 57
139 307 76 88
364 246 61 64
31 369 84 87
139 34 4 6
98 183 3 3
248 141 83 87
62 212 31 31
397 324 101 121
14 208 64 72
344 38 35 46
213 373 98 110
181 117 37 39
239 368 50 77
249 155 14 18
267 343 26 27
278 168 20 20
162 11 76 82
287 12 29 31
186 300 23 37
212 46 47 52
320 8 21 28
124 398 47 49
53 247 93 108
367 29 29 29
143 166 41 63
205 276 59 60
15 390 34 35
326 239 18 22
339 356 39 41
88 66 45 45
296 179 13 13
200 231 7 7
