100 200
0 1 69 124
1 2 78 99
2 3 35 49
3 4 16 36
4 5 9 13
5 6 9 18
6 7 6 11
7 8 3 6
8 9 2 5
9 10 16 25
10 11 60 75
11 12 43 50
12 13 13 22
13 14 20 20
14 15 18 45
15 16 13 18
16 17 81 111
17 18 58 71
18 19 18 51
19 20 50 112
20 21 123 139
21 22 126 130
22 23 70 77
23 24 28 33
24 25 71 78
25 26 91 99
26 27 47 136
27 28 10 18
28 29 55 60
29 30 112 120
30 31 20 47
31 32 36 56
32 33 151 153
33 34 1 1
34 35 17 19
35 36 13 15
36 37 84 105
37 38 101 107
38 39 6 6
39 40 73 84
40 41 149 150
41 42 101 108
42 43 17 28
43 44 133 138
44 45 26 30
45 46 22 30
46 47 49 49
47 48 35 72
48 49 64 73
49 50 39 78
50 51 37 45
51 52 73 95
52 53 62 146
53 54 6 9
54 55 33 46
55 56 25 62
56 57 61 79
57 58 56 155
58 59 38 43
59 60 106 113
60 61 43 93
61 62 16 29
62 63 35 41
63 64 43 61
64 65 36 110
65 66 44 45
66 67 70 73
67 68 8 12
68 69 16 16
69 70 64 90
70 71 92 96
71 72 27 50
72 73 52 141
73 74 115 122
74 75 60 87
75 76 2 7
76 77 54 55
77 78 13 22
78 79 61 71
79 80 111 114
80 81 57 61
81 82 96 121
82 83 73 79
83 84 66 117
84 85 70 101
85 86 137 146
86 87 83 139
87 88 113 113
88 89 78 91
89 90 29 30
90 91 39 101
91 92 29 29
92 93 28 35
93 94 83 120
94 95 27 36
95 96 24 52
96 97 68 73
97 98 9 11
98 99 15 52
99 0 75 79
64 65 30 49
60 5 99 99
14 80 64 69
94 42 30 44
12 56 79 84
77 6 8 10
31 25 5 10
13 65 74 78
24 43 51 60
79 83 52 52
78 57 59 106
24 58 21 51
3 36 49 49
0 50 60 69
53 19 1 3
38 17 114 127
73 7 92 96
68 2 96 96
12 29 47 54
0 65 33 44
47 71 11 26
32 30 23 30
78 93 33 81
34 91 37 42
76 68 40 41
40 48 92 103
81 43 19 29
35 23 8 8
46 40 13 20
3 30 38 42
83 55 46 59
1 36 118 119
42 2 59 70
57 56 1 5
25 41 69 73
79 61 21 43
49 69 134 148
54 59 75 103
8 76 15 17
44 22 94 104
38 82 101 123
0 34 39 66
79 25 37 51
80 25 30 89
90 36 39 135
82 41 27 73
20 83 22 41
44 20 17 17
51 22 79 105
87 98 38 53
17 89 40 68
98 51 67 68
1 44 66 75
73 57 6 6
40 32 14 17
46 32 40 41
20 32 18 48
79 9 12 14
57 98 145 145
48 55 112 123
44 24 39 55
39 81 75 84
88 72 36 52
43 95 64 73
73 4 6 17
95 13 37 106
1 72 31 34
53 3 78 120
38 67 38 51
51 25 88 108
23 27 28 45
65 39 78 78
39 47 49 52
16 60 61 89
72 62 47 52
69 95 113 138
67 52 41 47
58 25 47 55
45 29 39 114
16 89 64 76
44 84 94 96
94 59 58 66
95 64 77 80
93 25 13 26
68 19 47 52
66 51 74 76
11 43 0 2
84 35 12 16
41 87 99 147
75 61 1 2
90 98 34 48
79 75 20 59
54 94 34 39
65 58 58 68
80 58 53 53
22 55 39 41
12 84 32 72
47 95 7 17
72 84 35 47
21 26 14 14
